,Track Name,Artist,Track ID,Genres,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Lyrics
Don't be selavi, мама идеал
Ты хочешь пойти с ней на бал, но она не typical, эй
Сука не typical, эй, эй
Don't be selavi, мама-мама идеал
Ты хочешь пойти с ней на бал, но она не typical
Но она не typical, но она не typical, но она не typical, bitch
Bratz, bratz, большие деньги, bratz, bratz
Идеал baby, bratz, bratz, sub star, baby, bratz, bratz
Эй, эй, эй
Why you mad? Сука, why you mad? А
Поступила mad, отличи мой косяк, а
Ты не cat, не мяукай, бля, а
Жопа фе, no cap, а
Твоя доски, не [?]
Она хочет драться, я меняю доспех
Я не дерусь, я показываю успех
Разъебала на расхват, твоя hoe спит
Эй, эй, bratz, bratz, bratz, bratz, большие деньги
Bratz, bratz, bratz, bratz, большие деньги, bitch
So more dick
Ща новый трек
Оближи мне мою письку
Оближи мою письку
Lick my pussy, lick my pussy, lick my pussy, эй
Lick my pussy, lick my pussy, lick my pussy, эй, эй, эй, эй
Дорогая, тебе не лижут пизду, это видно
Ха-ха-ха-хаEmbed"
8,Panini,Lil Nas X,6fTt0CH2t0mdeB2N9XFG5r,1,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,153.848,0.475,"153 ContributorsTranslationsEspañolРусскийPortuguêsPolskiEnglishPanini Lyrics[Intro: Nessly]
D-D-Daytrip took it to ten (Hey)

[Verse 1]
Ayy, Panini, don't you be a meanie
Thought you wanted me to go up
Why you tryna keep me teeny? I
It's a dream, he wished it on a genie
I got fans finally, ain't you wanting them to see me? I

[Refrain]
I thought you want this for my life, for my life
Said you wanted to see me thrive, you lied

[Chorus]
Just say to me what you want from me
Just say to me what you want from me

[Verse 2]
Ayy, Panini, don't you be a meanie
Thought you wanted me to go up
Why you tryna keep me teeny now?
Now they need me, number one on streaming
Oh yeah, you used to love me
So what happened, what's the meaning? I
See Lil Nas X LiveGet tickets as low as $80You might also like[Refrain]
I thought you want this for my life, for my life
Said you wanted to see me thrive, you lied

[Verse 3]
Now when it's all done, I get the upper hand
I need a big Benz, not another fan
But I still want you as a fan
I'ma need to sit down, don't mean to make demands
But I need you to...

[Chorus]
Say to me what you want from me
Just say to me what you want from me

[Outro: Nessly]
D-D-Daytrip took it to ten (Hey)83Embed"
9,Reflections,Bliss n Eso,5Wf0EKbK4AB6xtSbsqL4r2,1,0.725,0.497,0.605,0.0,0.238,-8.625,0.0468,77.811,0.824,"30 ContributorsReflections Lyrics[Verse 1]
Where have you been?
Do you know when you're coming back?
'Cause since you've been gone
I've got along but I've been sad

[Pre-Chorus]
I tried to put it out for you to get
Could've, should've but you never did
Wish you wanted it a little bit
More but it's a chore for you to give

[Refrain]
Where have you been?
Do you know if you're coming back?

[Chorus]
We were too close to the stars
I never knew somebody like you, somebody
Falling just as hard
I'd rather lose somebody than use somebody
Maybe it's a blessing in disguise (I see myself in you)
I see my reflection in your eyes

[Verse 2]
I know you're sick
Hoping you fix whatever's broken
Ignorant bliss
And a few sips might be the potion
You might also like[Pre-Chorus]
I tried to put it out for you to get
Could've, should've but you never did
Wish you wanted in a little bit
More but it's a chore for you to give

[Refrain]
Where have you been?
Do you know if you're coming back?

[Chorus]
We were too close to the stars
I never knew somebody like you, somebody
Falling just as hard
I'd rather lose somebody than use somebody
Maybe it's a blessing in disguise (I see myself in you)
I see my reflection in your eyes (Tell me you see it too)

[Bridge]
So close, so close
Yet so far away (So far)
I don't know (I don't)
How to be solo (No)
So don't go, oh, no, just stay
You and I were bright, shooting through the sky daily (Yeah)
Lighting up the night, wasn't always right, baby (Mhm)
Yeah, every time that we realign, it's crazy
And you save me
[Chorus]
We were too close to the stars
I never knew somebody like you, somebody
Falling just as hard
I'd rather lose somebody than use somebody
Maybe it's a blessing in disguise (I see myself in you)
I see my reflection in your eyes (I sold my soul for you, I know you see it too)

[Outro]
Yeah, I bought the same ones too
I know you're tired, I know you tried
Just say your point of view
Yeah, sick of all the poison in me
What the hell do you want from me, babe?
Uh, I see myself in you, I see myself in you, baby
I see myself in you, alright
I sold my soul for you
Maybe you should stick with us now44Embed"
10,Push It,Salt-N-Pepa,6sT9MWlJManry3EQwf4V80,1,0.00658,0.913,0.596,0.00349,0.078,-12.477,0.0707,127.215,0.973,"43 ContributorsPush It Lyrics[Intro]
Ah, push it
Ah, push it
(Hit it)
Oooh, baby, baby
Baby, baby
Oooh, baby, baby
Baby, baby
Get up on this!
Ah, push it
Ah, push it
Ah, push it (Ow, get up on this)
Ah, push it (Get up on this)
Ow, baby
Salt and Pepa's here
Salt, Salt, Salt, Salt and Pepa's here
Salt, Salt, Salt, Salt, Salt, Salt and Pepa's here
Salt and, Salt and, Salt and Pepa's here
Salt, Salt, Salt, Salt and Pepa's here
(Now wait a minute, y'all; This dance ain't for everybody
Only the sexy people
So all you fly mothers, get on out there and dance
Dance, I said!)

[Verse 1]
Salt and Pepa's here, and we're in effect
Want you to push it, babe
Coolin' by day then at night, working up a sweat
C'mon girls, let's go show the guys that we know
How to become number one in a hot party show
Now push it
You might also like[Chorus]
Ah, push it — push it good
Ah, push it — push it real good
Ah, push it — push it good
Ah, push it — p-push it real good

[Post-Chorus]
Hey! Ow!
Push it good!
Oooh, baby, baby
Baby, baby
Oooh, baby, baby
Ba-baby, baby
Push it good
Push it real good
Ah, push it
Ah, push it

[Verse 2]
Yo, yo, yo, yo, baby-pop
Yeah, you, come here, give me a kiss
Better make it fast or else I'm gonna get pissed
Can't you hear the music's pumpin' hard like I wish you would?
Now push it

[Pre-Chorus]
Push it good
Push it real good
Push it good
P-push it real good
[Chorus]
Ah, push it
Get up on this!
Ah, get up on this!
Ah ah, get up on this!
Ow, get up on this! (Hid it)
Boy, you really got me going
You got me so I don't know what I'm doing
Ah, push it
Ah, push it
Boy, you really got me going
You got me so I don't know what I'm doing
Ah, push it
Ah, push it
Ah
Ah, push it
Push it push push it push it
Push it, push push push  it, push it
Push it, push it, push it push it push it
Push it, push it, push it push it push it7Embed"
11,Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL,1,0.0659,0.926,0.703,0.0,0.231,-6.337,0.103,125.022,0.485,"421 ContributorsTranslationsEspañolFrançaisNederlandsBodak Yellow Lyrics[Intro]
KSR
It's Cardi, ayy
Said I'm the shit, they can't fuck with me if they wanted to
I don't gotta dance

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves (Ayy, ayy)
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 1]
Now she say she gon' do what to who? Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much, I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months
What bitch working as hard as me?
I don't bother with these hoes, don't let these hoes bother me
They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be
Look, I might just chill in some BAPE
I might just chill with your boo, I might just feel on your babe
My pussy feel like a lake
He wanna swim with his face, I'm like, ""Okay""
I'll let him get what he want, he buy me Yves Saint Laurent
And the new whip, when I go fast as a horse
I got the trunk in the front (Vroom, vroom)
I'm the hottest in the street, know you prolly heard of me
Got a bag and fixed my teeth, hope you hoes know it ain't cheap
And I pay my mama bills, I ain't got no time to chill
Think these hoes be mad at me, their baby father run a bill
You might also like[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money moves
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 2]
If you a pussy, you get popped, you a goofy, you a opp
Don't you come around my way, you can't hang around my block
And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich
I put my hand above my hip, I bet you dip, he dip, she dip
I say I get the money and go, this shit is hot like a stove
My pussy glitter is gold, tell that lil' bitch play her role
I just arrove in a Rolls, I just came up in a Wraith
I need to fill up the tank, no, I need to fill up the safe
I need to let all these hoes know that none of their niggas is safe
I go to dinner and steak, only the real can relate
I used to live in the P's, now it's a crib with a gate
Rollie got charms, look like Frosted Flakes
Had to let these bitches know, just in case these hoes forgot
I just run and check the mail, another check from Mona Scott
[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves305Embed"
12,Super Bass,Nicki Minaj,3hlksXnvbKogFdPbpO9vel,1,0.271,0.723,0.86,4.56e-06,0.598,-4.357,0.203,126.979,0.667,"161 ContributorsTranslationsPortuguêsSuper Bass Lyrics[Intro: Nicki Minaj]
Yeah, yeah, yeah, hey

[Verse 1: Nicki Minaj]
This one is for the boys with the boomin' system
Top down, AC with the cooler system
When he come up in the club, he be blazin' up
Got stacks on deck like he savin' up
And he ill, he real, he might gotta deal
He pop bottles and he got the right kind of build
He cold, he dope, he might sell coke
He always in the air, but he never fly coach
He a mothafuckin trip, trip, sailor of the ship, ship
When he make it drip, drip, kiss him on the lip, lip
That's the kinda dude I was lookin' for
And yes, you'll get slapped if you're lookin', ho

[Pre-Chorus: Nicki Minaj]
I said, excuse me, you're a hell of a guy
I mean, my, my, my, my, you're like pelican fly
I mean, you're so shy and I'm loving your tie
You're like slicker than the guy with the thing on his eye, oh
Yes, I did, yes, I did
Somebody please tell em who the F I is
I am Nicki Minaj, I mack them dudes up
Back coupes up and chuck the deuce up
You might also like[Chorus: Nicki Minaj & Ester Dean]
Boy, you got my heartbeat runnin' away
Beatin' like a drum and it's comin' your way
Can't you hear that
Boom, badoom, boom, boom, badoom, boom, bass?
He got that super bass
Boom, badoom, boom, boom, badoom, boom, bass
Yeah, that's that super bass
Boom, boom, boom, badoom (Bass, bass)
Boom, boom, boom (Bass, yeah)
Boom, boom, boom, badoom (Bass, bass)
Boom, boom, boom (Bass)
Boom, badoom, boom, boom, badoom, boom, bass
He got that super bass
Boom, badoom, boom, boom, badoom, boom, bass
Yeah, that's that super bass (Yo, yo)

[Verse 2: Nicki Minaj]
This one is for the boys in the polos
Entrepreneur niggas and the moguls
He could ball with the crew, he could solo
But I think I like him better when he dolo
And I think I like him better with the fitted cap on
He ain't even gotta try to put the mack on
He just gotta give me that look, when he give me that look
Then the panties comin' off, off, uh
[Pre-Chorus: Nicki Minaj]
Excuse me, you're a hell of a guy
You know, I really got a thing for American guys
I mean, sigh, sickenin' eyes
I can tell that you're in touch with your feminine side, uh
